otu	statistic	p.value	parameter	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	p.value.adj
Barnesiella (OTU 459)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Peptostreptococcaceae (OTU 460)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 461)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium_sensu (OTU 462)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcus (OTU 463)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 464)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Odoribacter (OTU 465)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 466)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Dorea (OTU 467)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 468)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 471)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Megasphaera (OTU 472)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 473)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 475)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 476)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 478)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Neisseriaceae (OTU 479)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Jeotgalicoccus (OTU 481)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 482)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 483)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ralstonia (OTU 484)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcus (OTU 485)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 486)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 487)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 488)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 489)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 490)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 491)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Phyllobacteriaceae (OTU 493)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 495)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 496)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 497)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 498)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 499)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 500)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 501)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 502)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 503)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 504)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 505)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 506)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 507)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 509)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Fusicatenibacter (OTU 511)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 512)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 513)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillaceae (OTU 515)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 516)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 518)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 519)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 520)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 521)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Burkholderiales (OTU 522)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Chitinophagaceae (OTU 523)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 524)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 526)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Barnesiella (OTU 527)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 528)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 529)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 530)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 531)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 532)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Proteus (OTU 533)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 534)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 535)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 536)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus (OTU 538)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 539)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 540)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 542)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 546)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 547)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 550)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 552)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 553)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 555)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 556)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 557)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Pasteurellaceae (OTU 558)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 560)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Oscillibacter (OTU 561)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 563)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 566)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 567)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Erysipelotrichaceae (OTU 569)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 571)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 572)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 573)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Stenotrophomonas (OTU 574)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 575)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 576)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 578)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 579)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 581)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 582)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 584)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 585)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 586)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 587)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 588)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 590)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 591)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 592)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 593)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 596)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 597)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Curvibacter (OTU 600)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 601)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 602)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Erysipelotrichaceae (OTU 604)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 605)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 606)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 607)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Prevotella (OTU 608)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 609)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 611)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 612)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 613)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 614)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 617)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 618)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 620)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 621)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 622)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 623)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 624)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 625)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 627)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Sutterella (OTU 628)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 630)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 631)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 635)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 637)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 638)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Blautia (OTU 639)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 640)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 641)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 644)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 645)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 646)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Streptococcus (OTU 647)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 649)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 650)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillaceae (OTU 652)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Mucispirillum (OTU 653)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 654)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 655)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 657)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Peptostreptococcaceae (OTU 659)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 660)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Streptococcus (OTU 662)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 663)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 664)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 666)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 667)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 668)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 669)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 671)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidetes (OTU 672)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 674)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Escherichia/Shigella (OTU 675)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 676)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 677)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 678)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 680)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 682)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 685)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Dorea (OTU 686)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 687)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 690)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 693)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 697)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 698)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Dorea (OTU 699)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 700)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 705)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 707)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 708)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 709)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 710)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillales (OTU 712)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium_sensu (OTU 713)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 714)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 715)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Escherichia/Shigella (OTU 717)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 720)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 721)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 723)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 725)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 726)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Senegalimassilia (OTU 728)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 733)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Carnobacteriaceae (OTU 734)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 735)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 738)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 739)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 740)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Gemmata (OTU 741)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 742)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Collinsella (OTU 744)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus (OTU 745)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 747)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Butyricimonas (OTU 748)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Aestuariispira (OTU 749)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 750)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Prevotella (OTU 751)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Oscillibacter (OTU 752)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Peptostreptococcaceae (OTU 753)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 754)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 755)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 758)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 761)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 764)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 766)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 767)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 768)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 769)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
