otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Atopostipes (OTU 380)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 381)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 383)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Parabacteroides (OTU 384)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 385)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Escherichia/Shigella (OTU 386)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 387)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 388)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 389)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 390)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 391)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Pseudomonas (OTU 392)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Corynebacterium (OTU 393)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 394)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 395)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Barnesiella (OTU 396)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium_sensu (OTU 397)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 401)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 405)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 406)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 407)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Enterobacteriaceae (OTU 408)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Peptostreptococcaceae (OTU 409)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 410)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillus (OTU 412)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 414)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 415)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 416)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 417)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Weissella (OTU 418)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Coriobacteriaceae (OTU 419)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 420)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 421)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Blautia (OTU 422)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillus (OTU 423)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 424)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 426)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Hungatella (OTU 427)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Romboutsia (OTU 428)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 429)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 430)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 432)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 433)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 434)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 435)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 437)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 438)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Flavonifractor (OTU 439)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 441)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroidetes (OTU 442)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Corynebacterium (OTU 444)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 445)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Pasteurellaceae (OTU 446)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Streptococcus (OTU 447)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 448)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 449)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 450)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Streptococcus (OTU 451)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Acetatifactor (OTU 452)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 453)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Mannheimia (OTU 454)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Geobacillus (OTU 455)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 456)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 457)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 458)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Barnesiella (OTU 459)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Peptostreptococcaceae (OTU 460)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 461)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium_sensu (OTU 462)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcus (OTU 463)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Coriobacteriaceae (OTU 464)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 466)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Dorea (OTU 467)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 468)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Subdoligranulum (OTU 469)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 470)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 471)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Megasphaera (OTU 472)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroides (OTU 474)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 475)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 476)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 478)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Neisseriaceae (OTU 479)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Jeotgalicoccus (OTU 481)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 482)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 483)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcus (OTU 485)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 486)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 487)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 488)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 489)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 490)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 491)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 492)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Phyllobacteriaceae (OTU 493)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 494)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 496)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 497)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 499)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 500)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 501)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 502)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 503)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 504)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 506)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 507)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 509)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bifidobacterium (OTU 510)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Fusicatenibacter (OTU 511)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 512)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 513)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 514)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillaceae (OTU 515)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 516)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 517)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 518)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 519)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 520)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 521)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Burkholderiales (OTU 522)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Chitinophagaceae (OTU 523)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 526)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Barnesiella (OTU 527)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Coriobacteriaceae (OTU 528)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridia (OTU 529)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 530)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 531)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 532)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Proteus (OTU 533)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 534)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroides (OTU 535)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 536)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Anaerotruncus (OTU 538)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 539)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 540)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 542)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 544)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 545)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 546)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 547)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactococcus (OTU 548)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 550)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 553)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 554)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 555)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 557)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Pasteurellaceae (OTU 558)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Oscillibacter (OTU 561)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 563)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 565)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 566)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 567)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Erysipelotrichaceae (OTU 569)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 570)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 571)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 572)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 573)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Stenotrophomonas (OTU 574)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 575)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 576)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 577)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 578)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 579)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Anaerotruncus (OTU 580)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 581)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 582)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 584)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 585)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 586)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 587)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 588)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 589)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 590)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 591)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 592)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 593)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 595)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 596)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 597)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 598)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 599)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Curvibacter (OTU 600)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 601)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 602)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Erysipelotrichaceae (OTU 604)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 605)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Akkermansia (OTU 606)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 607)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Prevotella (OTU 608)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 609)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 610)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 611)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 612)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 613)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 614)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 615)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 616)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 617)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 618)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 620)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 621)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium (OTU 622)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 623)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroidales (OTU 624)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 625)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillus (OTU 627)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Sutterella (OTU 628)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Sutterella (OTU 629)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 630)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 631)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillus (OTU 635)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Megasphaera (OTU 636)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 637)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 638)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Blautia (OTU 639)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 640)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 641)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Phascolarctobacterium (OTU 642)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 644)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 645)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 646)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Streptococcus (OTU 647)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 650)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillaceae (OTU 652)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Mucispirillum (OTU 653)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 654)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 655)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 657)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Cloacibacillus (OTU 658)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Peptostreptococcaceae (OTU 659)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroidales (OTU 660)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 663)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 664)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 666)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 667)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 669)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridia (OTU 671)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroidetes (OTU 672)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 674)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Escherichia/Shigella (OTU 675)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroides (OTU 676)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 677)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 680)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridia (OTU 681)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 682)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Veillonella (OTU 683)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 685)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Dorea (OTU 686)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 687)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 689)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Firmicutes (OTU 690)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 693)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 696)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 697)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 698)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Dorea (OTU 699)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 700)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 705)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 707)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteria (OTU 708)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Bacteroidales (OTU 709)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Ruminococcaceae (OTU 710)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lactobacillales (OTU 712)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridium_sensu (OTU 713)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Clostridiales (OTU 714)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 715)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 716)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Escherichia/Shigella (OTU 717)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 718)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 720)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 721)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Lachnospiraceae (OTU 722)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
Porphyromonadaceae (OTU 723)	NA	NA	3	Kruskal-Wallis rank sum test	0	0	0	0	NA
